id,domain,skill,archetype,level,difficulty,answer_coder,answer_independent,answer_match,solve_note,status,struct_issues,quality_issues,guideline_issues,question_preview
NEW_LOG_024,logical_reasoning,2.1,linear_order,Challenge,hard,A,N/A,N/A,Checked structurally,PASS,,,,Five friends compare heights. A is taller than B and C. B is taller than D. C is
NEW_LOG_025,logical_reasoning,2.1,linear_order,Master,hard,D,N/A,N/A,Checked structurally,PASS,,,,Six seats 1–6 in a row. A sits just left of B. C sits just right of B. D sits at
NEW_LOG_026,logical_reasoning,2.2,constraint_placement,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Ali, Bala and Devi wear red, blue and green shirts. Ali wears red. Bala does not"
NEW_LOG_027,logical_reasoning,2.2,constraint_placement,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Kim, Lee and Raj own a cat, a dog and a rabbit. Lee owns the cat. Kim does not o"
NEW_LOG_028,logical_reasoning,2.2,constraint_placement,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Three lockers 1, 2 and 3 hold a ball, a doll and a toy car. The ball is in locke"
NEW_LOG_029,logical_reasoning,2.2,constraint_placement,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,Swimming is on Monday. Art and dancing are on Tuesday and Wednesday. Dancing is 
NEW_LOG_030,logical_reasoning,2.2,constraint_placement,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Raj's favourite colour is red, blue or green. It is not red. It is not blue. Wha"
NEW_LOG_031,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Ann, Ben and Cara like apples, bananas and cherries. Ann likes apples. Ben does "
NEW_LOG_032,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Dan, Eve and Finn play soccer, swimming and badminton. Eve plays badminton. Dan "
NEW_LOG_033,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"A, B and C drink tea, coffee and milo. A drinks tea. B does not drink coffee. Wh"
NEW_LOG_034,logical_reasoning,2.2,constraint_placement,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"A, B and C sit in chairs 1, 2 and 3. B sits in chair 2. A does not sit in chair "
NEW_LOG_035,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Umar, Sara and Vikram own a parrot, a hamster and a turtle. Umar's pet can fly. "
NEW_LOG_036,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Priya, Kumar and Liang each love a different subject: English, Maths and Science"
NEW_LOG_037,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"A, B, C and D wear red, blue, green and yellow caps. A wears red. B does not wea"
NEW_LOG_038,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Mei, Raj, Siti and Devi play piano, violin, guitar and drums. Mei plays the pian"
NEW_LOG_039,logical_reasoning,2.2,constraint_placement,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"Art, Music and PE lessons are on Monday, Tuesday and Wednesday. Art is on Monday"
NEW_LOG_040,logical_reasoning,2.2,constraint_placement,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"Three boxes — red, blue and green — hold stickers, marbles and cards. The red bo"
NEW_LOG_041,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Four pupils sit in chairs 1, 2, 3 and 4. A sits in chair 1. D is not in chair 2 "
NEW_LOG_042,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"W, X, Y and Z were born in January, February, March and April. W was born in Jan"
NEW_LOG_043,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"E, F, G and H love durian, mango, papaya and rambutan. E loves durian. F does no"
NEW_LOG_044,logical_reasoning,2.2,constraint_placement,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Ann, Ben, Cara and Devi own a cat, a dog, a rabbit and a fish. Ann owns the fish"
NEW_LOG_045,logical_reasoning,2.2,constraint_placement,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"Four teams — Lions, Tigers, Bears and Wolves — finished 1st to 4th. Lions did no"
NEW_LOG_046,logical_reasoning,2.2,constraint_placement,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"P, Q, R and S like red, blue, green and yellow. P does not like red or blue. Q l"
NEW_LOG_047,logical_reasoning,2.2,constraint_placement,Challenge,hard,A,N/A,N/A,Checked structurally,PASS,,,,"A, B, C and D sit in a row of four chairs. B sits between A and C. D sits at an "
NEW_LOG_048,logical_reasoning,2.2,constraint_placement,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"Four pupils queue for lunch: E, F, G and H. F stands just behind E. G stands ahe"
NEW_LOG_049,logical_reasoning,2.2,constraint_placement,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"A, B, C and D play guitar, piano, violin and drums. A plays the guitar. B does n"
NEW_LOG_050,logical_reasoning,2.2,constraint_placement,Master,hard,D,N/A,N/A,Checked structurally,PASS,,,,"Five pupils A, B, C, D and E each bring one fruit: apple, banana, cherry, date a"
NEW_LOG_051,logical_reasoning,2.3,conditional,Explore,easy,A,N/A,N/A,Checked structurally,PASS,,,,"If it rains, the football match is cancelled. It is raining now. What happens to"
NEW_LOG_052,logical_reasoning,2.3,conditional,Explore,easy,A,N/A,N/A,Checked structurally,PASS,,,,All cats have tails. Mimi is a cat. What must be true?
NEW_LOG_053,logical_reasoning,2.3,conditional,Explore,easy,A,N/A,N/A,Checked structurally,PASS,,,,"If the traffic light is green, cars may go. The light is green now. What may the"
NEW_LOG_054,logical_reasoning,2.3,conditional,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,All squares have 4 sides. This shape is a square. How many sides does it have?
NEW_LOG_055,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If Ben is late, the bus leaves without him. The bus did not leave without Ben. W"
NEW_LOG_056,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If it is Monday, Kim has swimming. Kim does not have swimming today. What can we"
NEW_LOG_057,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,All pupils in Class 3A can swim. Raj cannot swim. Is Raj in Class 3A?
NEW_LOG_058,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If a number is even, it can be divided by 2 with nothing left over. 15 cannot be"
NEW_LOG_059,logical_reasoning,2.3,conditional,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"If Devi studied, she passed the test. Devi passed the test. Did Devi study?"
NEW_LOG_060,logical_reasoning,2.3,conditional,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"If it rains, the ground gets wet. This morning the ground is wet. Did it rain la"
NEW_LOG_061,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If Figure Y is a triangle, then Figure Y has 3 sides. Figure Z does not have 3 s"
NEW_LOG_062,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,All heroes in the story are brave. Kiko is not brave. Is Kiko a hero in the stor
NEW_LOG_063,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If Maya eats breakfast, she is not hungry at 10am. Maya is hungry at 10am. Did s"
NEW_LOG_064,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"If the key fits, the box opens. The box did not open. Did the key fit?"
NEW_LOG_065,logical_reasoning,2.3,conditional,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Rule: If A is true, then B is true. We discover that B is true. Must A be true?"
NEW_LOG_066,logical_reasoning,2.3,conditional_contrapositive,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,All multiples of 10 end with the digit 0. The number 347 does not end with 0. Is
NEW_LOG_067,logical_reasoning,2.3,chained_conditionals,Challenge,hard,A,N/A,N/A,Checked structurally,PASS,,,,"If it rains, Ali carries an umbrella. If Ali carries an umbrella, he walks to sc"
NEW_LOG_068,logical_reasoning,2.3,chained_conditionals,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"If Ben finishes his work, he may play outside. If he may play outside, he choose"
NEW_LOG_069,logical_reasoning,2.3,chained_conditionals,Challenge,hard,A,N/A,N/A,Checked structurally,PASS,,,,"If the tank is full, the light is green. If the light is green, the pump stops. "
NEW_LOG_070,logical_reasoning,2.3,chained_conditionals,Master,hard,D,N/A,N/A,Checked structurally,WARN质量,,explanation_no_answer_reference,,"If A comes to the party, B comes. If B comes, C comes. C did not come. Who can w"
NEW_LOG_071,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which one is different: apple, banana, orange, car?"
NEW_LOG_072,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 2, 4, 6, 7?"
NEW_LOG_073,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which one is different: circle, square, triangle, ball?"
NEW_LOG_074,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which one is different: dog, cat, fish, cow?"
NEW_LOG_075,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which one is different: Monday, Tuesday, Wednesday, January?"
NEW_LOG_076,logical_reasoning,2.4,classification,Explore,easy,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 5, 10, 15, 12?"
NEW_LOG_077,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 3, 6, 9, 10?"
NEW_LOG_078,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which shape is different: square, rectangle, rhombus, triangle?"
NEW_LOG_079,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 11, 13, 15, 17?"
NEW_LOG_080,logical_reasoning,2.4,classification,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,"Which animal is different: ant, spider, bee, butterfly?"
NEW_LOG_081,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 4, 9, 16, 20?"
NEW_LOG_082,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which instrument is different: piano, violin, guitar, drum?"
NEW_LOG_083,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 21, 33, 44, 25?"
NEW_LOG_084,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which shape is different: triangle, square, pentagon, circle?"
NEW_LOG_085,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 8, 27, 64, 50?"
NEW_LOG_086,logical_reasoning,2.4,classification,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 36, 49, 64, 72?"
NEW_LOG_087,logical_reasoning,2.4,classification,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 121, 144, 169, 180?"
NEW_LOG_088,logical_reasoning,2.4,classification,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"Which fraction is different: 1/2, 2/4, 3/6, 2/3?"
NEW_LOG_089,logical_reasoning,2.4,classification,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,"Which number is different: 1, 8, 27, 36?"
NEW_LOG_090,logical_reasoning,2.4,classification,Master,hard,D,N/A,N/A,Checked structurally,PASS,,,,Three of these numbers can be made by multiplying 2 by itself several times. Whi
NEW_LOG_091,logical_reasoning,2.5,syllogism,Explore,easy,A,N/A,N/A,Checked structurally,PASS,,,,All dogs bark. Bruno is a dog. What does Bruno do?
NEW_LOG_092,logical_reasoning,2.5,syllogism,Explore,easy,A,N/A,N/A,Checked structurally,PASS,,,,No fish can walk on land. Nemo is a fish. Can Nemo walk on land?
NEW_LOG_093,logical_reasoning,2.5,syllogism,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,All pens in the box are blue. This pen is red. Is this pen from the box?
NEW_LOG_094,logical_reasoning,2.5,syllogism_particular,Think,medium,D,N/A,N/A,Checked structurally,PASS,,,,Some boxes in the store contain toys. Box X is a box in the store. Using only th
NEW_LOG_095,logical_reasoning,2.5,syllogism,Think,medium,A,N/A,N/A,Checked structurally,WARN质量,,explanation_no_answer_reference,,All apples are fruits. All fruits grow on plants. Do apples grow on plants?
NEW_LOG_096,logical_reasoning,2.5,syllogism,Think,medium,A,N/A,N/A,Checked structurally,PASS,,,,No cats are dogs. Tom is a cat. Is Tom a dog?
NEW_LOG_097,logical_reasoning,2.5,syllogism_particular,Challenge,hard,D,N/A,N/A,Checked structurally,PASS,,,,All violins are instruments. Some instruments are made of wood. Using only these
NEW_LOG_098,logical_reasoning,2.5,syllogism,Challenge,hard,A,N/A,N/A,Checked structurally,PASS,,,,All teachers in the school love reading. Mrs Tan does not love reading. Is Mrs T
NEW_LOG_099,logical_reasoning,2.5,syllogism,Master,hard,A,N/A,N/A,Checked structurally,PASS,,,,All squares are rectangles. No rectangle is a circle. Is any square a circle?
NEW_LOG_100,logical_reasoning,2.5,syllogism,Master,hard,D,N/A,N/A,Checked structurally,PASS,,,,Two sisters: one always tells the truth and the other always lies. Mei says: 'Su
NEW_NUM_001,numerical_reasoning,1.1,number_sequence,Explore,easy,A,A,YES,"Constant diff +4, next = 21",PASS,,,,"Find the next number: 5, 9, 13, 17, ___?"
NEW_NUM_002,numerical_reasoning,1.1,number_sequence,Explore,easy,D,D,YES,"Ratio ×2, next = 16",PASS,,,,"A lily pad doubles every day: 1 pad, 2 pads, 4 pads, 8 pads. How many pads on th"
NEW_NUM_003,numerical_reasoning,1.1,number_sequence,Explore,easy,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the missing number: 40, 36, 32, ___, 24?"
NEW_NUM_004,numerical_reasoning,1.1,number_sequence,Explore,easy,A,A,YES,"Constant diff +3, next = 17",PASS,,,,"Find the next number: 2, 5, 8, 11, 14, ___?"
NEW_NUM_005,numerical_reasoning,1.1,number_sequence,Explore,easy,D,D,YES,"Constant diff +-10, next = 60",PASS,,,,"Find the next number: 100, 90, 80, 70, ___?"
NEW_NUM_006,numerical_reasoning,1.1,number_sequence,Explore,easy,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 9, 25, 49, ___? (Hint: 1×1, 3×3, 5×5, 7×7.)"
NEW_NUM_007,numerical_reasoning,1.1,number_sequence,Explore,easy,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the missing number: 7, 14, 21, ___, 35?"
NEW_NUM_008,numerical_reasoning,1.1,number_sequence,Explore,easy,D,D,YES,"Ratio ×0, next = 1",PASS,,,,"Find the next number: 81, 27, 9, 3, ___?"
NEW_NUM_009,numerical_reasoning,1.1,number_sequence,Explore,easy,D,D,YES,"Constant diff +11, next = 55",PASS,,,,"Find the next number: 11, 22, 33, 44, ___?"
NEW_NUM_010,numerical_reasoning,1.1,number_sequence,Explore,easy,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the missing number: 3, 7, ___, 15, 19?"
NEW_NUM_011,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 2, 6, 12, 20, 30, ___?"
NEW_NUM_012,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 5, 7, 12, 19, 31, ___?"
NEW_NUM_013,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 3, 4, 7, 11, 18, ___?"
NEW_NUM_014,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 3, 7, 15, 31, ___?"
NEW_NUM_015,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 4, 7, 13, 25, 49, ___?"
NEW_NUM_016,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 100, 92, 83, 73, 62, ___?"
NEW_NUM_017,numerical_reasoning,1.1,number_sequence,Think,medium,A,A,YES,"Ratio ×3, next = 81",PASS,,,,"Find the next number: 1, 3, 9, 27, ___?"
NEW_NUM_018,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 10, 17, 14, 21, 18, ___?"
NEW_NUM_019,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 2, 4, 7, 14, 17, ___?"
NEW_NUM_020,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 3, 8, 15, 24, 35, ___?"
NEW_NUM_021,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 50, 55, 53, 58, 56, ___?"
NEW_NUM_022,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 10, 2, 20, 3, 30, 4, ___?"
NEW_NUM_023,numerical_reasoning,1.1,number_sequence,Think,medium,C,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 4, 7, 12, 19, 28, ___?"
NEW_NUM_024,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 2, 4, 10, 28, ___?"
NEW_NUM_025,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 7, 8, 12, 21, 37, ___?"
NEW_NUM_026,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 3, 9, 6, 18, 15, ___?"
NEW_NUM_027,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 2, 3, 5, 9, 17, ___?"
NEW_NUM_028,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 5, 4, 8, 7, 11, ___?"
NEW_NUM_029,numerical_reasoning,1.1,number_sequence,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 200, 180, 162, 146, ___?"
NEW_NUM_030,numerical_reasoning,1.1,number_sequence,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 6, 12, 20, 30, 42, ___?"
NEW_NUM_031,numerical_reasoning,1.1,number_sequence,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 4, 11, 34, 101, ___?"
NEW_NUM_032,numerical_reasoning,1.1,number_sequence,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 2, 5, 11, 23, 47, ___?"
NEW_NUM_033,numerical_reasoning,1.1,number_sequence,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 1, 2, 5, 14, 41, ___?"
NEW_NUM_034,numerical_reasoning,1.1,number_sequence,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 10, 11, 14, 23, 50, ___?"
NEW_NUM_035,numerical_reasoning,1.1,number_sequence,Master,hard,D,N/A,N/A,Could not independently solve,PASS,,,,"Find the next number: 10, 12, 15, 20, 27, ___?"
NEW_NUM_036,numerical_reasoning,1.2,number_analogy,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,3 is to 12 as 5 is to ___?
NEW_NUM_037,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,4 is to 11 as 7 is to ___?
NEW_NUM_038,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,5 is to 28 as 6 is to ___?
NEW_NUM_039,numerical_reasoning,1.2,number_analogy,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,2 is to 9 as 4 is to ___?
NEW_NUM_040,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,6 is to 15 as 8 is to ___?
NEW_NUM_041,numerical_reasoning,1.2,number_analogy,Explore,easy,D,N/A,N/A,Could not independently solve,PASS,,,,9 is to 27 as 12 is to ___?
NEW_NUM_042,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,10 is to 29 as 7 is to ___?
NEW_NUM_043,numerical_reasoning,1.2,number_analogy,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,3 is to 11 as 5 is to ___?
NEW_NUM_044,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,8 is to 20 as 11 is to ___?
NEW_NUM_045,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,1 is to 6 as 3 is to ___?
NEW_NUM_046,numerical_reasoning,1.2,number_analogy,Explore,easy,D,N/A,N/A,Could not independently solve,PASS,,,,12 is to 4 as 21 is to ___?
NEW_NUM_047,numerical_reasoning,1.2,number_analogy,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,7 is to 52 as 5 is to ___?
NEW_NUM_048,numerical_reasoning,1.2,number_analogy,Think,medium,A,N/A,N/A,Could not independently solve,PASS,,,,4 is to 20 as 9 is to ___?
NEW_NUM_049,numerical_reasoning,1.2,number_analogy,Explore,easy,A,N/A,N/A,Could not independently solve,PASS,,,,15 is to 12 as 20 is to ___?
NEW_NUM_050,numerical_reasoning,1.2,number_analogy,Think,medium,D,N/A,N/A,Could not independently solve,PASS,,,,2 is to 7 as 6 is to ___?
NEW_NUM_051,numerical_reasoning,1.2,number_analogy,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,9 is to 82 as 4 is to ___?
NEW_NUM_052,numerical_reasoning,1.2,number_analogy,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,6 is to 37 as 8 is to ___?
NEW_NUM_053,numerical_reasoning,1.2,number_analogy,Challenge,hard,D,N/A,N/A,Could not independently solve,PASS,,,,2 is to 9 as 3 is to ___?
NEW_NUM_054,numerical_reasoning,1.2,number_analogy,Think,medium,C,N/A,N/A,Could not independently solve,PASS,,,,5 is to 17 as 8 is to ___?
NEW_NUM_055,numerical_reasoning,1.2,number_analogy,Think,medium,C,N/A,N/A,Could not independently solve,PASS,,,,11 is to 32 as 9 is to ___?
NEW_NUM_056,numerical_reasoning,1.2,number_analogy,Think,medium,C,N/A,N/A,Could not independently solve,PASS,,,,4 is to 14 as 10 is to ___?
NEW_NUM_057,numerical_reasoning,1.2,number_analogy,Think,medium,C,N/A,N/A,Could not independently solve,PASS,,,,7 is to 16 as 12 is to ___?
